latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
9.737,-75.219,325,2.5,1.5,2018-02-15,1605,T,73,6.0NRT,298.4,56.3,D
9.681,-75.298,315,2.5,1.5,2018-02-15,1605,T,47,6.0NRT,297,24.9,D
10.414,-85.769,317.1,1.3,1.1,2018-02-15,1605,T,47,6.0NRT,300.2,8.6,D
10.086,-84.717,317.2,1.2,1.1,2018-02-15,1605,T,27,6.0NRT,301.9,8.6,D
9.347,-79.883,319.3,1.2,1.1,2018-02-15,1605,T,44,6.0NRT,300.7,10.5,D
9.122,-79.09,317.9,1.3,1.1,2018-02-15,1605,T,69,6.0NRT,297.4,13.7,D
9.197,-83.188,314.4,1,1,2018-02-15,1605,T,65,6.0NRT,300.8,7.2,D
9.196,-83.178,311.5,1,1,2018-02-15,1605,T,45,6.0NRT,297.7,5.2,D
8.269,-80.545,318.2,1.1,1.1,2018-02-15,1605,T,54,6.0NRT,298.7,9.5,D
6.174,-74.454,319.8,3.4,1.7,2018-02-15,1605,T,77,6.0NRT,288.5,64.8,D
6.178,-74.459,316.2,3.4,1.7,2018-02-15,1605,T,73,6.0NRT,288.8,49.5,D
-34.251,-58.898,321.3,2.8,1.6,2018-02-15,1715,A,65,6.0NRT,303.8,47.4,D
-34.25,-58.903,323.3,2.8,1.6,2018-02-15,1715,A,70,6.0NRT,304,56.7,D
-33.798,-54.502,328.9,1.4,1.2,2018-02-15,1715,A,80,6.0NRT,308.2,29.2,D
-33.693,-53.797,317.7,1.3,1.1,2018-02-15,1715,A,55,6.0NRT,301.5,13.8,D
-32.078,-54.584,343.8,1.4,1.2,2018-02-15,1715,A,90,6.0NRT,306.4,58.8,D
-32.08,-54.599,339.8,1.4,1.2,2018-02-15,1715,A,87,6.0NRT,307.6,47.6,D
-32.367,-58.525,329.4,2.5,1.5,2018-02-15,1715,A,77,6.0NRT,305.8,59.4,D
-32.369,-58.551,319.9,2.5,1.5,2018-02-15,1715,A,51,6.0NRT,305.6,21.2,D
-32.361,-58.532,327.6,2.5,1.5,2018-02-15,1715,A,74,6.0NRT,305.5,49.1,D
-31.146,-53.266,316.6,1.2,1.1,2018-02-15,1715,A,38,6.0NRT,302.5,7.6,D
-30.716,-52.418,315.5,1.1,1,2018-02-15,1715,A,55,6.0NRT,297.3,7.2,D
-30.656,-52.776,314.9,1.1,1,2018-02-15,1715,A,19,6.0NRT,301.4,4.8,D
-30.528,-52.64,360.1,1.1,1,2018-02-15,1715,A,100,6.0NRT,305.7,86.8,D
-30.529,-52.652,385.1,1.1,1,2018-02-15,1715,A,100,6.0NRT,307.7,186.4,D
-30.519,-52.642,348.6,1.1,1,2018-02-15,1715,A,94,6.0NRT,304.7,56.7,D
-30.52,-52.653,371.9,1.1,1,2018-02-15,1715,A,100,6.0NRT,308,127.9,D
-30.599,-58.011,339.2,2.2,1.4,2018-02-15,1715,A,87,6.0NRT,307,89.7,D
-30.601,-58.034,338.6,2.2,1.4,2018-02-15,1715,A,86,6.0NRT,307.5,87,D
-30.602,-58.015,340.7,2.2,1.4,2018-02-15,1715,A,88,6.0NRT,306.7,96.2,D
-30.604,-58.038,326.3,2.2,1.4,2018-02-15,1715,A,71,6.0NRT,305.1,31.4,D
-29.507,-51.404,315.7,1,1,2018-02-15,1715,A,64,6.0NRT,304.2,5.8,D
-29.516,-51.669,309.6,1,1,2018-02-15,1715,A,31,6.0NRT,299.1,4.6,D
-30.151,-58.045,324.3,2.2,1.4,2018-02-15,1715,A,62,6.0NRT,305.7,26.6,D
-30.18,-58.544,331.3,2.3,1.5,2018-02-15,1715,A,80,6.0NRT,300.1,68.5,D
-30.185,-58.55,333.8,2.3,1.5,2018-02-15,1715,A,83,6.0NRT,300.4,80.4,D
-29.233,-51.208,311.8,1,1,2018-02-15,1715,A,48,6.0NRT,298.8,5.1,D
-29.991,-59.971,321.6,2.9,1.6,2018-02-15,1715,A,67,6.0NRT,304.1,40.3,D
-29.747,-58.928,319.4,2.5,1.5,2018-02-15,1715,A,64,6.0NRT,298.9,39.4,D
-29.755,-58.932,316.9,2.5,1.5,2018-02-15,1715,A,50,6.0NRT,298.7,31,D
-29.565,-57.042,326.2,1.8,1.3,2018-02-15,1715,A,72,6.0NRT,307.7,31.6,D
-29.567,-57.061,364.7,1.8,1.3,2018-02-15,1715,A,87,6.0NRT,309,214.6,D
-28.857,-51.282,312.6,1,1,2018-02-15,1715,A,51,6.0NRT,299.2,5,D
-29.303,-58.677,317.6,2.3,1.5,2018-02-15,1715,A,59,6.0NRT,296.4,34,D
-28.417,-57.864,342.7,2,1.4,2018-02-15,1715,A,79,6.0NRT,303.1,112,D
-28.414,-57.848,317.7,2,1.4,2018-02-15,1715,A,66,6.0NRT,301.2,20.7,D
-28.416,-57.869,331.2,2,1.4,2018-02-15,1715,A,83,6.0NRT,302.6,62,D
-27.685,-57.409,317.1,1.8,1.3,2018-02-15,1715,A,63,6.0NRT,302.7,17,D
-27.365,-54.643,322.7,1.2,1.1,2018-02-15,1715,A,74,6.0NRT,301.9,20.2,D
-27.405,-57.691,322.1,1.9,1.3,2018-02-15,1715,A,71,6.0NRT,302.3,30.4,D
-27.037,-54.704,316.9,1.2,1.1,2018-02-15,1715,A,49,6.0NRT,298,12.4,D
-27.311,-58.327,317.1,2.1,1.4,2018-02-15,1715,A,43,6.0NRT,301.9,19.5,D
-26.599,-54.684,318,1.2,1.1,2018-02-15,1715,A,41,6.0NRT,301.9,11.1,D
-26.787,-56.333,318.9,1.5,1.2,2018-02-15,1715,A,69,6.0NRT,300.1,17.9,D
-26.786,-56.339,313.7,1.5,1.2,2018-02-15,1715,A,51,6.0NRT,299.3,9.8,D
-26.191,-54.355,313.7,1.2,1.1,2018-02-15,1715,A,39,6.0NRT,297.6,7.6,D
-26.058,-56.225,330.4,1.5,1.2,2018-02-15,1715,A,82,6.0NRT,302.8,38.9,D
-26.06,-56.24,325.7,1.5,1.2,2018-02-15,1715,A,77,6.0NRT,297.4,28.8,D
-26.056,-56.231,329.1,1.5,1.2,2018-02-15,1715,A,80,6.0NRT,302.6,36,D
-25.756,-56.686,318.9,1.5,1.2,2018-02-15,1715,A,69,6.0NRT,298.8,17.7,D
-25.758,-56.702,317.1,1.5,1.2,2018-02-15,1715,A,66,6.0NRT,300.9,14.6,D
-25.161,-55.379,328.5,1.3,1.1,2018-02-15,1715,A,51,6.0NRT,304.2,20.4,D
-25.202,-57.024,321.1,1.6,1.2,2018-02-15,1715,A,74,6.0NRT,297.2,21.8,D
-25.015,-56.982,316.5,1.6,1.2,2018-02-15,1715,A,52,6.0NRT,299,12.1,D
-24.887,-56.436,337.2,1.4,1.2,2018-02-15,1715,A,77,6.0NRT,293.7,56.9,D
-24.893,-56.428,325.5,1.4,1.2,2018-02-15,1715,A,79,6.0NRT,296.4,30.2,D
-24.348,-55.292,321.5,1.2,1.1,2018-02-15,1715,A,71,6.0NRT,297.2,17.8,D
-24.206,-56.198,325.1,1.4,1.2,2018-02-15,1715,A,70,6.0NRT,293.3,24.9,D
-24.095,-58.311,316.8,1.9,1.3,2018-02-15,1720,A,39,6.0NRT,299.2,16.7,D
-23.756,-55.594,320,1.2,1.1,2018-02-15,1720,A,62,6.0NRT,299.5,14.5,D
-23.839,-56.956,316.4,1.5,1.2,2018-02-15,1720,A,24,6.0NRT,297.6,15.2,D
-23.671,-56.392,318.6,1.4,1.2,2018-02-15,1720,A,43,6.0NRT,300.7,16.7,D
-23.655,-60.038,316.1,2.5,1.5,2018-02-15,1720,A,53,6.0NRT,298.1,28.1,D
-22.653,-60.672,328.2,2.7,1.6,2018-02-15,1720,A,82,6.0NRT,305.1,78.7,D
-22.296,-60.868,339.7,2.7,1.6,2018-02-15,1720,A,90,6.0NRT,307.2,145,D
-22.298,-60.894,340.5,2.8,1.6,2018-02-15,1720,A,90,6.0NRT,305,154,D
-22.281,-60.869,325.8,2.7,1.6,2018-02-15,1720,A,80,6.0NRT,305.9,65.2,D
-22.284,-60.896,329.7,2.8,1.6,2018-02-15,1720,A,83,6.0NRT,305.3,88.6,D
-22.292,-60.875,349.1,2.7,1.6,2018-02-15,1720,A,95,6.0NRT,308.5,223.2,D
-22.295,-60.902,328.9,2.8,1.6,2018-02-15,1720,A,82,6.0NRT,304.6,82.9,D
-20.541,-51.125,319.7,1.1,1,2018-02-15,1720,A,58,6.0NRT,300.6,10,D
-20.572,-52.302,336,1,1,2018-02-15,1720,A,86,6.0NRT,299.5,30.1,D
-21.253,-60.66,315.9,2.6,1.5,2018-02-15,1720,A,65,6.0NRT,298.2,25.2,D
-21.255,-60.685,318.5,2.6,1.5,2018-02-15,1720,A,72,6.0NRT,299.6,32.9,D
-21.262,-60.663,316.5,2.6,1.5,2018-02-15,1720,A,63,6.0NRT,298.2,25.8,D
-20.119,-52.044,318.8,1,1,2018-02-15,1720,A,60,6.0NRT,299.5,8.4,D
-19.974,-52.242,324,1,1,2018-02-15,1720,A,73,6.0NRT,300,14.1,D
-20.622,-60.821,313.3,2.6,1.5,2018-02-15,1720,A,65,6.0NRT,290.7,24.6,D
-20.625,-60.846,314.5,2.6,1.5,2018-02-15,1720,A,68,6.0NRT,292.2,27.6,D
-20.631,-60.827,314.5,2.6,1.5,2018-02-15,1720,A,67,6.0NRT,292.7,29.1,D
-16.454,-54.483,319.4,1,1,2018-02-15,1720,A,49,6.0NRT,303.1,7.5,D
-15.094,-54.556,323.9,1,1,2018-02-15,1720,A,49,6.0NRT,304.9,12.5,D
-13.867,-55.368,316.1,1,1,2018-02-15,1720,A,26,6.0NRT,296.5,7.3,D
-13.759,-55.247,313.2,1,1,2018-02-15,1720,A,36,6.0NRT,288.7,7.6,D
-13.356,-53.924,326.3,1,1,2018-02-15,1720,A,68,6.0NRT,308.4,15.5,D
-13.381,-54.157,326.4,1,1,2018-02-15,1720,A,27,6.0NRT,307.8,14.7,D
-13.25,-53.755,320.4,1,1,2018-02-15,1720,A,63,6.0NRT,300.5,10.6,D
-13.251,-53.764,327.5,1,1,2018-02-15,1720,A,75,6.0NRT,308.7,19.4,D
-13.313,-54.192,325.6,1,1,2018-02-15,1720,A,67,6.0NRT,306.5,16.1,D
-12.987,-54.167,327.2,1,1,2018-02-15,1720,A,59,6.0NRT,308.5,15.4,D
-12.652,-54.961,325.5,1,1,2018-02-15,1720,A,68,6.0NRT,306.1,13.5,D
-12.304,-54.154,316.2,1,1,2018-02-15,1720,A,65,6.0NRT,295.1,9.1,D
-12.813,-58.139,313.9,1.3,1.1,2018-02-15,1720,A,0,6.0NRT,293.1,8.8,D
-11.769,-55.09,323.9,1,1,2018-02-15,1720,A,45,6.0NRT,302.4,15,D
-9.952,-55.318,308.9,1,1,2018-02-15,1720,A,37,6.0NRT,286.7,3.8,D
-0.201,-60.737,316.1,1.3,1.1,2018-02-15,1725,A,71,6.0NRT,296.2,11.8,D
0.65,-59.731,342.9,1.1,1.1,2018-02-15,1725,A,92,6.0NRT,296.6,47.7,D
0.66,-60.301,319,1.2,1.1,2018-02-15,1725,A,52,6.0NRT,299.1,14.4,D
0.799,-59.47,343.3,1.1,1,2018-02-15,1725,A,92,6.0NRT,296.8,46.9,D
0.687,-60.391,314.7,1.2,1.1,2018-02-15,1725,A,30,6.0NRT,295,8.2,D
0.685,-60.402,349.6,1.2,1.1,2018-02-15,1725,A,95,6.0NRT,299.6,71.7,D
0.846,-59.581,341.1,1.1,1,2018-02-15,1725,A,90,6.0NRT,299,42.1,D
0.845,-59.591,325.6,1.1,1,2018-02-15,1725,A,69,6.0NRT,298.4,17.7,D
0.733,-60.425,331.5,1.2,1.1,2018-02-15,1725,A,79,6.0NRT,301.8,30.2,D
0.732,-60.436,324.9,1.2,1.1,2018-02-15,1725,A,71,6.0NRT,301.2,18.3,D
0.876,-59.576,332,1.1,1,2018-02-15,1725,A,84,6.0NRT,303.2,26.1,D
0.874,-59.585,341.7,1.1,1,2018-02-15,1725,A,91,6.0NRT,296.8,42.9,D
0.799,-60.177,356.6,1.2,1.1,2018-02-15,1725,A,98,6.0NRT,296.2,86.4,D
0.797,-60.187,393.4,1.2,1.1,2018-02-15,1725,A,100,6.0NRT,302.3,260.1,D
0.808,-60.178,314.8,1.2,1.1,2018-02-15,1725,A,49,6.0NRT,294.1,6.2,D
0.884,-59.763,320.2,1.1,1.1,2018-02-15,1725,A,25,6.0NRT,301.2,10.1,D
0.958,-60.492,335.6,1.2,1.1,2018-02-15,1725,A,82,6.0NRT,300.6,35,D
0.961,-60.488,321.6,1.2,1.1,2018-02-15,1725,A,27,6.0NRT,300.6,12.2,D
0.959,-60.499,321.6,1.2,1.1,2018-02-15,1725,A,38,6.0NRT,299,12.8,D
0.993,-60.406,347.4,1.2,1.1,2018-02-15,1725,A,94,6.0NRT,301.9,60.7,D
1.055,-60.18,339.6,1.2,1.1,2018-02-15,1725,A,89,6.0NRT,303.2,43,D
1.054,-60.191,325.4,1.2,1.1,2018-02-15,1725,A,75,6.0NRT,296.6,18.4,D
1.038,-60.434,378.6,1.2,1.1,2018-02-15,1725,A,87,6.0NRT,296.9,179.9,D
1.185,-60.184,322.5,1.2,1.1,2018-02-15,1725,A,75,6.0NRT,301.4,13.9,D
1.218,-60.122,320.9,1.1,1.1,2018-02-15,1725,A,62,6.0NRT,299.1,9.6,D
1.234,-60.083,353,1.1,1.1,2018-02-15,1725,A,97,6.0NRT,302.4,73.2,D
1.232,-60.093,352.2,1.1,1.1,2018-02-15,1725,A,96,6.0NRT,304.7,70.4,D
1.208,-60.602,322.8,1.2,1.1,2018-02-15,1725,A,0,6.0NRT,291.5,21.7,D
1.471,-60.691,315.7,1.2,1.1,2018-02-15,1725,A,56,6.0NRT,295.8,8.5,D
1.662,-60.709,330.9,1.2,1.1,2018-02-15,1725,A,78,6.0NRT,293.6,29.7,D
1.665,-60.705,319.3,1.2,1.1,2018-02-15,1725,A,57,6.0NRT,288.5,13.5,D
1.794,-60.523,331.2,1.2,1.1,2018-02-15,1725,A,74,6.0NRT,288.3,31.4,D
1.915,-59.959,323.5,1.1,1,2018-02-15,1725,A,71,6.0NRT,300.5,15.7,D
1.85,-60.403,345.8,1.2,1.1,2018-02-15,1725,A,93,6.0NRT,296.3,58.5,D
1.849,-60.413,331.3,1.2,1.1,2018-02-15,1725,A,85,6.0NRT,296.7,29.5,D
1.876,-60.291,328.9,1.1,1.1,2018-02-15,1725,A,83,6.0NRT,295.9,24.6,D
2.289,-60.487,333.3,1.2,1.1,2018-02-15,1725,A,84,6.0NRT,296.7,31.6,D
2.319,-60.481,328.4,1.2,1.1,2018-02-15,1725,A,79,6.0NRT,297.8,22.7,D
2.224,-61.138,336.7,1.3,1.1,2018-02-15,1725,A,0,6.0NRT,292.3,44.6,D
2.739,-60.125,322.4,1.1,1,2018-02-15,1725,A,62,6.0NRT,294.7,14.7,D
2.749,-60.187,342.4,1.1,1.1,2018-02-15,1725,A,83,6.0NRT,302.5,37.9,D
2.755,-60.183,339.5,1.1,1.1,2018-02-15,1725,A,89,6.0NRT,301.9,39.1,D
2.755,-60.244,347.8,1.1,1.1,2018-02-15,1725,A,94,6.0NRT,301.4,54.2,D
2.754,-60.254,328.4,1.1,1.1,2018-02-15,1725,A,67,6.0NRT,296.8,18.1,D
2.768,-60.225,335.5,1.1,1.1,2018-02-15,1725,A,81,6.0NRT,303.5,25.4,D
2.766,-60.235,341.9,1.1,1.1,2018-02-15,1725,A,91,6.0NRT,302,36.9,D
2.765,-60.245,372.9,1.1,1.1,2018-02-15,1725,A,100,6.0NRT,300,133.7,D
2.763,-60.255,343.9,1.1,1.1,2018-02-15,1725,A,92,6.0NRT,293.3,45.5,D
2.776,-60.864,368.3,1.2,1.1,2018-02-15,1725,A,75,6.0NRT,289.8,124.4,D
2.786,-60.865,331.5,1.2,1.1,2018-02-15,1725,A,71,6.0NRT,289.6,19.2,D
2.957,-60.019,343.8,1.1,1,2018-02-15,1725,A,70,6.0NRT,289.5,45.4,D
3.53,-60.376,346.3,1.1,1.1,2018-02-15,1725,A,93,6.0NRT,294.3,48.3,D
3.702,-59.318,345.6,1,1,2018-02-15,1725,A,92,6.0NRT,294.3,44.1,D
3.923,-59.258,335.4,1,1,2018-02-15,1725,A,86,6.0NRT,289.1,28.2,D
3.921,-59.267,357,1,1,2018-02-15,1725,A,88,6.0NRT,288.6,71.8,D
4.812,-68.663,317.5,4.3,1.9,2018-02-15,1725,A,40,6.0NRT,284.1,67.5,D
5.364,-67.947,314.3,3.7,1.8,2018-02-15,1725,A,0,6.0NRT,288.4,41.3,D
6.072,-67.622,324.2,3.4,1.7,2018-02-15,1725,A,78,6.0NRT,292.2,72.6,D
5.899,-69.105,326.6,4.4,1.9,2018-02-15,1725,A,55,6.0NRT,290.8,143.7,D
6.193,-68.004,315.6,3.6,1.8,2018-02-15,1725,A,0,6.0NRT,290.5,47.3,D
6.266,-67.854,319.1,3.5,1.8,2018-02-15,1725,A,53,6.0NRT,288.1,58.5,D
6.265,-67.83,330.7,3.5,1.8,2018-02-15,1725,A,85,6.0NRT,287.4,136.1,D
6.411,-67.987,316.1,3.6,1.8,2018-02-15,1725,A,61,6.0NRT,287.5,50,D
6.421,-67.995,311.3,3.6,1.8,2018-02-15,1725,A,31,6.0NRT,287.5,25.4,D
6.85,-66.967,308.4,2.9,1.6,2018-02-15,1725,A,36,6.0NRT,286.6,16.9,D
6.851,-66.972,311.4,2.9,1.6,2018-02-15,1725,A,44,6.0NRT,287.4,27.3,D
7.018,-69.293,312.4,4.4,1.9,2018-02-15,1725,A,19,6.0NRT,289.3,47.7,D
7.02,-69.298,312.6,4.4,1.9,2018-02-15,1725,A,25,6.0NRT,289,49,D
7.716,-65.972,318.1,2.3,1.5,2018-02-15,1725,A,48,6.0NRT,287.8,41.6,D
7.884,-69.463,313.6,4.3,1.9,2018-02-15,1725,A,50,6.0NRT,286.9,43.5,D
7.886,-69.468,314.7,4.3,1.9,2018-02-15,1725,A,60,6.0NRT,286.7,50,D
9.954,-63.471,322.5,1.4,1.2,2018-02-15,1725,A,78,6.0NRT,297.6,19.2,D
9.952,-63.483,324.9,1.4,1.2,2018-02-15,1725,A,80,6.0NRT,298.5,23.3,D
10.108,-67.956,319.3,3,1.7,2018-02-15,1725,A,44,6.0NRT,293.9,37.7,D
10.256,-67.992,317.5,3,1.7,2018-02-15,1725,A,51,6.0NRT,292.7,39.1,D
10.241,-67.997,325.4,3,1.7,2018-02-15,1725,A,79,6.0NRT,292.3,79.1,D
0.34,-75.293,338.7,2.5,1.5,2018-02-15,1905,A,67,6.0NRT,288.9,139.2,D
1.227,-74.521,318.6,3,1.7,2018-02-15,1905,A,70,6.0NRT,291.4,44.9,D
1.225,-74.526,321,3,1.7,2018-02-15,1905,A,73,6.0NRT,291.4,55.7,D
1.722,-74.349,326.3,3.2,1.7,2018-02-15,1905,A,78,6.0NRT,289.1,81.4,D
1.966,-73.657,325.8,3.6,1.8,2018-02-15,1905,A,27,6.0NRT,289.1,111.3,D
1.981,-74.133,331.9,3.3,1.7,2018-02-15,1905,A,84,6.0NRT,292.8,137.4,D
1.937,-74.97,315.5,2.9,1.6,2018-02-15,1905,A,52,6.0NRT,288.9,29.7,D
2.165,-73.915,330.2,3.5,1.8,2018-02-15,1905,A,83,6.0NRT,292.1,123.3,D
2.161,-73.947,315.8,3.5,1.8,2018-02-15,1905,A,36,6.0NRT,291.6,28.5,D
2.16,-73.922,333.3,3.5,1.8,2018-02-15,1905,A,85,6.0NRT,293,152,D
2.139,-74.076,314.5,3.4,1.7,2018-02-15,1905,A,43,6.0NRT,290.9,29.4,D
2.235,-73.505,331.5,3.8,1.8,2018-02-15,1905,A,79,6.0NRT,286.8,162.5,D
2.255,-74.004,344.5,3.4,1.7,2018-02-15,1905,A,80,6.0NRT,290.5,257.2,D
2.275,-73.976,347.4,3.5,1.8,2018-02-15,1905,A,94,6.0NRT,291.1,295.8,D
2.295,-73.947,338.3,3.5,1.8,2018-02-15,1905,A,77,6.0NRT,289.4,197.5,D
2.29,-73.978,370.9,3.5,1.8,2018-02-15,1905,A,94,6.0NRT,291.7,674.6,D
2.29,-73.954,335,3.5,1.8,2018-02-15,1905,A,82,6.0NRT,288.6,165.7,D
2.286,-73.985,352.8,3.5,1.8,2018-02-15,1905,A,96,6.0NRT,291.5,364.4,D
2.343,-74.148,330,3.4,1.7,2018-02-15,1905,A,78,6.0NRT,289.5,122,D
2.352,-74.154,322.9,3.4,1.7,2018-02-15,1905,A,76,6.0NRT,291,71.8,D
2.44,-73.979,315.8,3.5,1.8,2018-02-15,1905,A,28,6.0NRT,291,40.8,D
2.451,-74.012,314.3,3.5,1.8,2018-02-15,1905,A,36,6.0NRT,291.8,34.8,D
2.417,-74.255,324.3,3.3,1.7,2018-02-15,1905,A,49,6.0NRT,291,73.3,D
2.433,-74.257,338.4,3.3,1.7,2018-02-15,1905,A,84,6.0NRT,292.9,176.4,D
2.43,-74.264,333.2,3.3,1.7,2018-02-15,1905,A,63,6.0NRT,293,129.6,D
2.876,-72.529,314.6,4.6,2,2018-02-15,1905,A,55,6.0NRT,289.6,52.7,D
2.882,-72.496,312.6,4.6,2,2018-02-15,1905,A,45,6.0NRT,287.8,44,D
3.034,-72.688,316,4.5,2,2018-02-15,1905,A,56,6.0NRT,285.9,65,D
2.83,-74.224,314.2,3.4,1.7,2018-02-15,1905,A,0,6.0NRT,289.8,32.2,D
8.228,-81.11,323.9,1.2,1.1,2018-02-15,1905,A,51,6.0NRT,302.6,12.1,D
8.561,-79.905,321.5,1.5,1.2,2018-02-15,1905,A,73,6.0NRT,300.8,14.4,D
8.621,-79.871,324.2,1.5,1.2,2018-02-15,1905,A,55,6.0NRT,301.2,22.8,D
8.656,-82.427,324.9,1.1,1,2018-02-15,1905,A,65,6.0NRT,303.5,12.4,D
10.113,-73.704,321.7,4.8,2,2018-02-15,1905,A,67,6.0NRT,297.6,79.9,D
10.108,-73.748,321.5,4.8,2,2018-02-15,1905,A,62,6.0NRT,296.9,78.5,D
10.167,-73.713,319.8,4.8,2,2018-02-15,1905,A,71,6.0NRT,296,75.6,D
10.113,-73.712,324.3,4.8,2,2018-02-15,1905,A,77,6.0NRT,297.6,107.4,D
10.166,-73.721,318.1,4.8,2,2018-02-15,1905,A,65,6.0NRT,296,71,D
9.134,-83.216,318,1,1,2018-02-15,1905,A,61,6.0NRT,298.1,7.3,D
9.184,-83.186,318.2,1,1,2018-02-15,1905,A,36,6.0NRT,299.5,7.8,D
9.193,-83.187,323.9,1,1,2018-02-15,1905,A,72,6.0NRT,301.9,14.1,D
9.927,-85.067,319.9,1,1,2018-02-15,1905,A,59,6.0NRT,303.8,8.3,D
12.036,-86.023,329.4,1,1,2018-02-15,1905,A,82,6.0NRT,304,14.6,D
12.034,-86.032,322.8,1,1,2018-02-15,1905,A,75,6.0NRT,303.7,6.8,D
12.009,-86.646,321.1,1.1,1,2018-02-15,1905,A,60,6.0NRT,299.4,8.7,D
12.007,-86.655,327.6,1.1,1,2018-02-15,1905,A,75,6.0NRT,303.1,16.2,D
12.235,-85.539,315.3,1,1,2018-02-15,1905,A,54,6.0NRT,295,6.7,D
12.119,-86.331,325.8,1.1,1,2018-02-15,1905,A,63,6.0NRT,300.4,15.6,D
12.33,-86.71,341.1,1.1,1,2018-02-15,1905,A,90,6.0NRT,305.3,35.4,D
12.329,-86.72,343.4,1.1,1,2018-02-15,1905,A,91,6.0NRT,308,40.4,D
12.339,-86.712,324,1.1,1,2018-02-15,1905,A,62,6.0NRT,304.8,8.9,D
12.562,-86.815,327.9,1.1,1,2018-02-15,1905,A,23,6.0NRT,309.5,11.5,D
12.56,-86.825,336.2,1.1,1,2018-02-15,1905,A,79,6.0NRT,309.6,24.9,D
12.571,-86.816,338.5,1.1,1,2018-02-15,1905,A,85,6.0NRT,307,28.7,D
12.57,-86.826,343.2,1.1,1,2018-02-15,1905,A,90,6.0NRT,308.7,38.5,D
12.57,-86.887,338.5,1.1,1,2018-02-15,1905,A,87,6.0NRT,308,28.9,D
12.568,-86.897,336,1.1,1,2018-02-15,1905,A,84,6.0NRT,308.5,23.3,D
12.582,-86.868,321.9,1.1,1,2018-02-15,1905,A,57,6.0NRT,304.7,8.3,D
12.64,-87.038,354.5,1.1,1,2018-02-15,1905,A,97,6.0NRT,312.5,62.7,D
12.638,-87.048,384.8,1.1,1,2018-02-15,1905,A,100,6.0NRT,313.3,179.8,D
12.799,-87.2,327.7,1.1,1.1,2018-02-15,1905,A,76,6.0NRT,308.5,13.7,D
