latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
12.781,-87.323,350.5,1.1,1.1,2018-02-15,1905,A,95,6.0NRT,309.1,61.6,D
12.779,-87.334,362.6,1.1,1.1,2018-02-15,1905,A,100,6.0NRT,309.6,98.3,D
12.882,-86.715,335.8,1.1,1,2018-02-15,1905,A,85,6.0NRT,312,23,D
12.79,-87.325,324.7,1.1,1.1,2018-02-15,1905,A,64,6.0NRT,307,13.7,D
12.789,-87.335,330.8,1.1,1.1,2018-02-15,1905,A,79,6.0NRT,306.6,22.6,D
12.837,-87.269,322.2,1.1,1.1,2018-02-15,1905,A,57,6.0NRT,306.1,10.7,D
12.927,-87.573,327.1,1.2,1.1,2018-02-15,1905,A,45,6.0NRT,310.1,9.1,D
-44.745,-66.041,330.9,1.3,1.1,2018-02-15,1850,A,58,6.0NRT,315.8,15.5,D
-44.735,-66.045,354.9,1.3,1.1,2018-02-15,1850,A,96,6.0NRT,317,80.5,D
-44.738,-66.061,338.9,1.3,1.1,2018-02-15,1850,A,82,6.0NRT,317.2,32.2,D
-44.725,-66.048,329.4,1.3,1.1,2018-02-15,1850,A,42,6.0NRT,316.9,12.7,D
-42.172,-73.858,312.8,1.1,1,2018-02-15,1850,A,71,6.0NRT,295.6,10.7,D
-39.334,-65.748,350.8,1.8,1.3,2018-02-15,1850,A,94,6.0NRT,312.3,118.8,D
-38.155,-61.936,343.1,3.3,1.7,2018-02-15,1850,A,47,6.0NRT,301.7,212.9,D
-38.161,-61.939,354.5,3.3,1.7,2018-02-15,1850,A,73,6.0NRT,300.9,354.6,D
-38.084,-62.015,354.2,3.2,1.7,2018-02-15,1850,A,93,6.0NRT,301.6,348,D
-38.901,-68.208,335.9,1.4,1.2,2018-02-15,1850,A,70,6.0NRT,314.4,19.3,D
-38.657,-72.486,327,1,1,2018-02-15,1850,A,76,6.0NRT,305.5,12.9,D
-38.659,-72.498,338.8,1,1,2018-02-15,1850,A,88,6.0NRT,310,29.6,D
-38.648,-72.488,339.9,1,1,2018-02-15,1850,A,88,6.0NRT,306.6,30.8,D
-38.65,-72.5,338.1,1,1,2018-02-15,1850,A,87,6.0NRT,308.8,28.1,D
-38.423,-72.4,345.3,1,1,2018-02-15,1850,A,92,6.0NRT,310.2,38.4,D
-38.424,-72.412,324.2,1,1,2018-02-15,1850,A,58,6.0NRT,310,6.2,D
-38.412,-72.391,333.1,1,1,2018-02-15,1850,A,83,6.0NRT,307,18.2,D
-38.414,-72.403,337.5,1,1,2018-02-15,1850,A,87,6.0NRT,309.6,24.5,D
-38.242,-72.362,340.6,1,1,2018-02-15,1850,A,89,6.0NRT,314.1,26.6,D
-38.231,-72.352,368.2,1,1,2018-02-15,1850,A,100,6.0NRT,312.4,93.1,D
-38.233,-72.364,456,1,1,2018-02-15,1850,A,100,6.0NRT,334.2,785.1,D
-38.235,-72.375,354.5,1,1,2018-02-15,1850,A,97,6.0NRT,316.8,53.7,D
-38.222,-72.355,402,1,1,2018-02-15,1850,A,100,6.0NRT,306.3,251.3,D
-38.224,-72.366,474.1,1,1,2018-02-15,1850,A,100,6.0NRT,330.1,1075.9,D
-38.226,-72.378,333.6,1,1,2018-02-15,1850,A,84,6.0NRT,315.8,16.2,D
-38.161,-72.435,380.2,1,1,2018-02-15,1850,A,100,6.0NRT,309.1,146.6,D
-38.163,-72.446,363.6,1,1,2018-02-15,1850,A,100,6.0NRT,305.5,87.8,D
-38.151,-72.426,339.7,1,1,2018-02-15,1850,A,88,6.0NRT,302.1,34.5,D
-38.148,-72.533,342.6,1,1,2018-02-15,1850,A,90,6.0NRT,305.8,39.2,D
-38.076,-72.486,342.8,1,1,2018-02-15,1850,A,90,6.0NRT,304.6,39.4,D
-38.003,-72.545,333.4,1,1,2018-02-15,1850,A,83,6.0NRT,308.5,18.9,D
-37.994,-72.547,389.8,1,1,2018-02-15,1850,A,100,6.0NRT,313.7,186.2,D
-37.996,-72.559,342.4,1,1,2018-02-15,1850,A,90,6.0NRT,308.5,35.3,D
-37.967,-72.554,331,1,1,2018-02-15,1850,A,81,6.0NRT,307.8,17.4,D
-37.969,-72.565,347.6,1,1,2018-02-15,1850,A,93,6.0NRT,309.6,46,D
-13.325,-43.248,306.8,1.9,1.3,2018-02-16,0105,T,69,6.0NRT,286.6,17.1,N
-13.311,-43.232,343.4,1.9,1.3,2018-02-16,0105,T,100,6.0NRT,289.8,121.2,N
-13.313,-43.249,376.6,1.9,1.3,2018-02-16,0105,T,100,6.0NRT,291.6,348.2,N
-13.316,-43.266,344.3,1.9,1.3,2018-02-16,0105,T,100,6.0NRT,289.2,126.2,N
-38.196,-61.957,339.2,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,297.5,80.2,N
-38.198,-61.976,359.6,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,299.9,166.2,N
-38.185,-61.957,360,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,298.3,167,N
-38.187,-61.977,390.6,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,307,396.5,N
-38.188,-61.996,348.3,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,298.3,113.3,N
-38.198,-61.962,337.6,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,298.2,74,N
-38.2,-61.981,329.3,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,297.3,51.4,N
-38.187,-61.963,380.5,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,302.3,302.9,N
-38.189,-61.982,381,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,304.4,308.8,N
-38.19,-62.001,321.6,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,296,33.9,N
-38.173,-61.943,320.6,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,294.3,31.6,N
-38.175,-61.964,357.2,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,297.8,150.1,N
-38.177,-61.983,382.4,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,301.5,318.5,N
-38.164,-61.964,336.3,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,294.2,68,N
-38.166,-61.985,347.4,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,296.2,107.1,N
-38.17,-62.023,317,1.6,1.2,2018-02-16,0240,T,80,6.0NRT,295.2,24.7,N
-38.148,-61.913,312.3,1.6,1.2,2018-02-16,0240,T,33,6.0NRT,293.7,17.7,N
-38.154,-61.986,310.4,1.6,1.2,2018-02-16,0240,T,5,6.0NRT,294.1,14.6,N
-38.156,-62.005,308.5,1.6,1.2,2018-02-16,0240,T,17,6.0NRT,294.9,12.3,N
-38.158,-62.025,306.5,1.6,1.2,2018-02-16,0240,T,32,6.0NRT,294.7,10.2,N
-38.136,-61.915,325.3,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,293.9,43,N
-38.127,-61.934,318.2,1.6,1.2,2018-02-16,0240,T,96,6.0NRT,293.4,29.2,N
-38.106,-61.956,301.8,1.6,1.2,2018-02-16,0240,T,19,6.0NRT,291.7,7.5,N
-38.101,-62.033,306.6,1.6,1.2,2018-02-16,0240,T,36,6.0NRT,295.4,11.1,N
-38.103,-62.051,308.5,1.6,1.2,2018-02-16,0240,T,60,6.0NRT,295.3,13.4,N
-38.103,-62.039,309.8,1.6,1.2,2018-02-16,0240,T,78,6.0NRT,295.8,16.7,N
-38.092,-62.039,321.6,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,295.4,35.9,N
-38.094,-62.058,311.5,1.6,1.2,2018-02-16,0240,T,83,6.0NRT,294.4,18.1,N
-38.081,-62.041,330.3,1.6,1.2,2018-02-16,0240,T,100,6.0NRT,295.7,56.3,N
-33.376,-60.145,304.3,1.1,1.1,2018-02-16,0240,T,21,6.0NRT,292.8,5.5,N
-33.368,-60.159,306,1.1,1.1,2018-02-16,0240,T,56,6.0NRT,293.7,6.8,N
-33.26,-60.29,301.5,1.1,1.1,2018-02-16,0240,T,42,6.0NRT,289.2,5.2,N
-32.584,-57.304,305.9,1,1,2018-02-16,0240,T,65,6.0NRT,292.7,7,N
-29.678,-59.992,311.2,1,1,2018-02-16,0240,T,82,6.0NRT,293.5,9.7,N
-29.785,-61.509,305.1,1.2,1.1,2018-02-16,0240,T,63,6.0NRT,294.4,6.3,N
-29.323,-62.163,300.9,1.3,1.1,2018-02-16,0240,T,22,6.0NRT,284.4,6.9,N
-28.78,-58.337,308.1,1,1,2018-02-16,0240,T,74,6.0NRT,293.2,7.4,N
-26.874,-64.095,304.4,1.5,1.2,2018-02-16,0240,T,60,6.0NRT,293,8.5,N
-26.874,-64.101,305.1,1.5,1.2,2018-02-16,0240,T,63,6.0NRT,293.1,9.8,N
-26.116,-59.315,312.1,1,1,2018-02-16,0240,T,84,6.0NRT,294.5,10,N
-26.118,-59.325,303.9,1,1,2018-02-16,0240,T,58,6.0NRT,293.5,4.5,N
-25.362,-59.372,300.9,1,1,2018-02-16,0240,T,35,6.0NRT,287,3.2,N
-22.651,-60.671,317.4,1,1,2018-02-16,0245,T,95,6.0NRT,290.8,14.5,N
-22.653,-60.681,311,1,1,2018-02-16,0245,T,74,6.0NRT,290.6,9.2,N
-22.642,-60.672,307.7,1,1,2018-02-16,0245,T,72,6.0NRT,289,7.6,N
-22.644,-60.682,303.2,1,1,2018-02-16,0245,T,47,6.0NRT,288.7,4.8,N
-22.285,-60.875,319,1,1,2018-02-16,0245,T,98,6.0NRT,295.4,15.5,N
-22.286,-60.885,309.3,1,1,2018-02-16,0245,T,77,6.0NRT,295,7.5,N
-21.585,-58.681,314.5,1.1,1,2018-02-16,0245,T,89,6.0NRT,290.3,13,N
-21.578,-58.678,311.1,1.1,1,2018-02-16,0245,T,82,6.0NRT,290.1,10.6,N
-21.58,-58.689,305.1,1.1,1,2018-02-16,0245,T,63,6.0NRT,289.5,6.2,N
-21.27,-60.586,313.1,1,1,2018-02-16,0245,T,86,6.0NRT,292.5,10.2,N
-21.271,-60.596,307.4,1,1,2018-02-16,0245,T,60,6.0NRT,292.3,6.3,N
-21.254,-60.667,312.3,1,1,2018-02-16,0245,T,85,6.0NRT,292.1,9.9,N
-20.625,-60.833,306.3,1,1,2018-02-16,0245,T,68,6.0NRT,293.3,5.3,N
-20.616,-60.834,305.2,1,1,2018-02-16,0245,T,63,6.0NRT,293,4.5,N
-19.221,-57.866,306.6,1.2,1.1,2018-02-16,0245,T,39,6.0NRT,285.6,10.4,N
-44.719,-66.05,321.6,3.2,1.7,2018-02-16,0235,T,100,6.0NRT,294.2,98.6,N
-44.721,-66.091,328.6,3.3,1.7,2018-02-16,0235,T,100,6.0NRT,293.8,143.6,N
-44.725,-66.054,321.6,3.2,1.7,2018-02-16,0235,T,100,6.0NRT,294.3,101.3,N
-44.727,-66.095,323.8,3.3,1.7,2018-02-16,0235,T,100,6.0NRT,293.3,115.5,N
1.679,-60.869,302.7,1.6,1.3,2018-02-16,0250,T,51,6.0NRT,290.4,7.6,N
1.768,-60.887,308.7,1.6,1.3,2018-02-16,0250,T,75,6.0NRT,290.8,14.6,N
1.766,-60.902,309,1.6,1.3,2018-02-16,0250,T,76,6.0NRT,290.5,15.3,N
1.888,-60.291,304.3,1.8,1.3,2018-02-16,0250,T,59,6.0NRT,289.9,9.9,N
1.93,-60.386,328.5,1.8,1.3,2018-02-16,0250,T,100,6.0NRT,291.4,59.4,N
1.928,-60.402,307.7,1.8,1.3,2018-02-16,0250,T,66,6.0NRT,289,13.1,N
1.942,-60.388,305.2,1.8,1.3,2018-02-16,0250,T,22,6.0NRT,290.5,9.4,N
2.528,-59.748,311.8,2.1,1.4,2018-02-16,0250,T,83,6.0NRT,290.4,24.3,N
2.53,-59.755,307.8,2.1,1.4,2018-02-16,0250,T,73,6.0NRT,290.4,16.3,N
2.706,-73.257,301.1,2.7,1.6,2018-02-16,0250,T,9,6.0NRT,284.6,23,N
2.901,-72.514,304.1,2.3,1.5,2018-02-16,0250,T,58,6.0NRT,282.1,19.3,N
2.807,-73.152,307.1,2.6,1.6,2018-02-16,0250,T,70,6.0NRT,285.5,30.3,N
2.901,-72.499,301.4,2.3,1.5,2018-02-16,0250,T,41,6.0NRT,283.4,14,N
2.798,-73.157,307,2.6,1.6,2018-02-16,0250,T,70,6.0NRT,285.6,30.1,N
3.52,-72.042,303.5,2.1,1.4,2018-02-16,0250,T,41,6.0NRT,288.7,13,N
3.517,-72.06,315.7,2.1,1.4,2018-02-16,0250,T,92,6.0NRT,288.9,39.3,N
3.521,-72.048,308.3,2.1,1.4,2018-02-16,0250,T,74,6.0NRT,289,22.7,N
3.518,-72.067,314.4,2.1,1.4,2018-02-16,0250,T,89,6.0NRT,288.7,37,N
5.043,-69.923,309.5,1.4,1.2,2018-02-16,0250,T,54,6.0NRT,285.5,13.9,N
4.806,-72.027,302.1,2,1.4,2018-02-16,0250,T,47,6.0NRT,288.2,10.7,N
5.102,-70.097,306.6,1.4,1.2,2018-02-16,0250,T,67,6.0NRT,292.2,7.9,N
5.097,-70.102,308.5,1.4,1.2,2018-02-16,0250,T,75,6.0NRT,292.7,10.4,N
4.797,-72.032,302.5,2,1.4,2018-02-16,0250,T,49,6.0NRT,288.4,11.3,N
5.078,-70.295,304.4,1.5,1.2,2018-02-16,0250,T,17,6.0NRT,289.7,9.6,N
5.22,-71.469,307.9,1.8,1.3,2018-02-16,0250,T,73,6.0NRT,290.4,16.8,N
5.464,-70.182,306.3,1.4,1.2,2018-02-16,0250,T,67,6.0NRT,292,9.3,N
5.47,-71.64,301.4,1.8,1.3,2018-02-16,0250,T,41,6.0NRT,289.8,9.4,N
5.884,-69.081,303.5,1.2,1.1,2018-02-16,0250,T,33,6.0NRT,279.7,8.3,N
5.874,-69.568,312.3,1.3,1.1,2018-02-16,0250,T,85,6.0NRT,293.3,13.3,N
5.867,-69.613,304.4,1.3,1.1,2018-02-16,0250,T,60,6.0NRT,292.8,5.9,N
5.909,-69.539,306.7,1.3,1.1,2018-02-16,0250,T,69,6.0NRT,293.4,7.9,N
6.005,-70.067,302.6,1.4,1.2,2018-02-16,0250,T,50,6.0NRT,291.1,6.2,N
6.263,-69.093,315.6,1.2,1.1,2018-02-16,0250,T,92,6.0NRT,292.8,15.2,N
6.262,-69.104,309,1.2,1.1,2018-02-16,0250,T,76,6.0NRT,292.4,8.8,N
6.275,-69.084,304.5,1.2,1.1,2018-02-16,0250,T,34,6.0NRT,291.6,5.2,N
6.273,-69.094,321,1.2,1.1,2018-02-16,0250,T,100,6.0NRT,291.5,21.7,N
6.277,-69.884,305.7,1.3,1.1,2018-02-16,0250,T,63,6.0NRT,291.5,8.1,N
6.287,-69.885,303.4,1.3,1.1,2018-02-16,0250,T,32,6.0NRT,291.2,6.1,N
6.845,-67.274,307.2,1,1,2018-02-16,0250,T,71,6.0NRT,281.4,7.4,N
6.843,-67.283,310.9,1,1,2018-02-16,0250,T,81,6.0NRT,282.9,10.1,N
6.603,-70.091,306.9,1.3,1.1,2018-02-16,0250,T,70,6.0NRT,291.7,9.1,N
6.614,-70.092,305,1.3,1.1,2018-02-16,0250,T,63,6.0NRT,291.3,7.3,N
7.245,-66.278,316.2,1,1,2018-02-16,0250,T,93,6.0NRT,291.1,12.9,N
7.826,-68.954,305.3,1.1,1.1,2018-02-16,0250,T,64,6.0NRT,290.8,7.7,N
7.638,-70.219,301.9,1.3,1.1,2018-02-16,0250,T,45,6.0NRT,290.8,5.1,N
7.637,-70.231,302.5,1.3,1.1,2018-02-16,0250,T,50,6.0NRT,291.1,5.7,N
7.858,-68.966,303.7,1.1,1.1,2018-02-16,0250,T,57,6.0NRT,290.5,6.2,N
7.892,-69.482,303.5,1.2,1.1,2018-02-16,0250,T,55,6.0NRT,291,6.5,N
8.489,-66.526,306.8,1,1,2018-02-16,0250,T,36,6.0NRT,292.7,6.4,N
8.487,-66.535,309.7,1,1,2018-02-16,0250,T,52,6.0NRT,293,8.5,N
8.44,-67.768,319,1,1,2018-02-16,0250,T,98,6.0NRT,293.6,14.8,N
8.439,-67.777,319.1,1,1,2018-02-16,0250,T,98,6.0NRT,293.4,14.8,N
8.529,-67.209,321.3,1,1,2018-02-16,0250,T,100,6.0NRT,294.1,17.1,N
8.528,-67.218,303.6,1,1,2018-02-16,0250,T,56,6.0NRT,293.5,3.4,N
8.45,-67.761,312.1,1,1,2018-02-16,0250,T,84,6.0NRT,293.2,9.1,N
8.449,-67.77,305.4,1,1,2018-02-16,0250,T,62,6.0NRT,292.9,4.2,N
8.445,-67.797,303.8,1,1,2018-02-16,0250,T,55,6.0NRT,293,3.8,N
8.444,-67.806,323.7,1,1,2018-02-16,0250,T,100,6.0NRT,293.6,20.2,N
8.442,-67.815,313.6,1,1,2018-02-16,0250,T,87,6.0NRT,293.2,10.6,N
8.671,-67.38,309.9,1,1,2018-02-16,0250,T,78,6.0NRT,293.2,8.2,N
8.68,-67.381,310.6,1,1,2018-02-16,0250,T,80,6.0NRT,292.7,8.1,N
8.708,-67.248,309.3,1,1,2018-02-16,0250,T,77,6.0NRT,292.9,7.4,N
8.55,-68.345,302,1,1,2018-02-16,0250,T,46,6.0NRT,291.9,3.5,N
8.72,-67.231,303.5,1,1,2018-02-16,0250,T,36,6.0NRT,292.2,3.4,N
8.684,-68.057,303.4,1,1,2018-02-16,0250,T,55,6.0NRT,292.6,3.9,N
8.683,-68.31,311.4,1,1,2018-02-16,0250,T,82,6.0NRT,290.5,11.6,N
9.014,-66.842,305.7,1,1,2018-02-16,0250,T,65,6.0NRT,292.6,5.3,N
8.857,-68.256,302,1,1,2018-02-16,0250,T,46,6.0NRT,291.3,4.4,N
8.84,-68.883,306.6,1.1,1,2018-02-16,0250,T,69,6.0NRT,291.3,6.9,N
8.838,-68.892,303.7,1.1,1,2018-02-16,0250,T,57,6.0NRT,291.3,5,N
8.85,-69.005,303.4,1.1,1,2018-02-16,0250,T,55,6.0NRT,292.1,3.9,N
8.857,-69.001,305.2,1.1,1,2018-02-16,0250,T,63,6.0NRT,292.2,5.7,N
9.624,-63.726,313,1.4,1.2,2018-02-16,0250,T,86,6.0NRT,285.7,19,N
9.649,-63.616,306.1,1.4,1.2,2018-02-16,0250,T,55,6.0NRT,283.3,12.2,N
9.647,-63.628,310.9,1.4,1.2,2018-02-16,0250,T,81,6.0NRT,282.9,17.2,N
9.659,-63.618,301.7,1.4,1.2,2018-02-16,0250,T,32,6.0NRT,283.3,7.8,N
9.658,-63.63,303.6,1.4,1.2,2018-02-16,0250,T,47,6.0NRT,283.2,9.7,N
9.797,-63.592,301.4,1.4,1.2,2018-02-16,0250,T,39,6.0NRT,288.9,6.4,N
9.131,-69.401,303.7,1.1,1.1,2018-02-16,0250,T,31,6.0NRT,290,6,N
9.877,-67.123,306,1,1,2018-02-16,0250,T,59,6.0NRT,292,5.3,N
9.876,-67.132,317.9,1,1,2018-02-16,0250,T,96,6.0NRT,292.6,14.6,N
9.886,-67.124,303.1,1,1,2018-02-16,0250,T,23,6.0NRT,291.8,3.7,N
9.884,-67.133,320.2,1,1,2018-02-16,0250,T,100,6.0NRT,292.1,16.9,N
10.086,-73.426,302.9,2.1,1.4,2018-02-16,0250,T,52,6.0NRT,292.6,9.5,N
10.088,-73.432,304.5,2.1,1.4,2018-02-16,0250,T,60,6.0NRT,292.7,11.4,N
10.2,-73.704,302.4,2.1,1.4,2018-02-16,0250,T,49,6.0NRT,290.9,11.7,N
11.63,-70.224,306.6,1.2,1.1,2018-02-16,0250,T,46,6.0NRT,292.6,7.6,N
11.737,-70.194,327.2,1.2,1.1,2018-02-16,0250,T,100,6.0NRT,293.4,30.6,N
11.736,-70.204,327.1,1.2,1.1,2018-02-16,0250,T,100,6.0NRT,293.4,30.6,N
-44.717,-66.067,323.3,3.2,1.7,2018-02-16,0415,T,100,6.0NRT,293.2,113.9,N
-13.307,-43.246,324.2,1.1,1.1,2018-02-16,0410,A,100,6.0NRT,293.5,25.2,N
-13.309,-43.235,337,1.1,1.1,2018-02-16,0410,A,100,6.0NRT,293.9,44.7,N
-13.313,-43.268,310.6,1.1,1.1,2018-02-16,0410,A,80,6.0NRT,292.4,11,N
-13.315,-43.257,354.5,1.1,1.1,2018-02-16,0410,A,100,6.0NRT,295.4,84.6,N
-13.316,-43.247,338,1.1,1.1,2018-02-16,0410,A,100,6.0NRT,292.5,46.5,N
-13.318,-43.237,336.1,1.1,1.1,2018-02-16,0410,A,100,6.0NRT,292.2,43.3,N
-13.295,-46.324,302.7,1.7,1.3,2018-02-16,0410,A,51,6.0NRT,292.7,11.5,N
12.207,-86.059,304.8,2.2,1.4,2018-02-16,0430,T,62,6.0NRT,292.4,15.6,N
12.586,-86.881,305.3,1.9,1.4,2018-02-16,0430,T,57,6.0NRT,292.7,13.9,N
12.59,-86.888,304.2,1.9,1.4,2018-02-16,0430,T,59,6.0NRT,292.7,13.3,N
12.778,-87.339,304.7,1.8,1.3,2018-02-16,0430,T,61,6.0NRT,294.5,9.4,N
10.18,-61.688,302,1,1,2018-02-16,0545,A,46,6.0NRT,289.7,4.4,N
10.059,-64.887,304.2,1.5,1.2,2018-02-16,0545,A,23,6.0NRT,288.5,11.2,N
10.057,-64.874,304.1,1.5,1.2,2018-02-16,0545,A,22,6.0NRT,289.5,10.1,N
10.055,-64.861,319.2,1.5,1.2,2018-02-16,0545,A,98,6.0NRT,288.8,29.5,N
8.679,-67.381,303.7,2.1,1.4,2018-02-16,0545,A,57,6.0NRT,289.7,14.6,N
8.678,-67.369,302.9,2.1,1.4,2018-02-16,0545,A,52,6.0NRT,289.8,14.4,N
8.442,-67.76,301.6,2.3,1.5,2018-02-16,0545,A,43,6.0NRT,289.6,11.6,N
7.856,-68.96,300.1,2.8,1.6,2018-02-16,0545,A,16,6.0NRT,288.4,16.2,N
5.92,-69.099,305,2.6,1.6,2018-02-16,0545,A,36,6.0NRT,280.5,23.2,N
5.906,-69.1,303.6,2.6,1.6,2018-02-16,0545,A,14,6.0NRT,281.4,20.4,N
5.913,-69.105,305.2,2.6,1.6,2018-02-16,0545,A,28,6.0NRT,280,23.9,N
5.833,-69.139,307.7,2.7,1.6,2018-02-16,0545,A,72,6.0NRT,281.6,33.4,N
3.48,-60.737,303.5,1.1,1,2018-02-16,0545,A,56,6.0NRT,289.6,4.8,N
4.552,-72.121,302.8,4.3,1.9,2018-02-16,0545,A,16,6.0NRT,280.3,61.4,N
2.532,-59.741,301.6,1.2,1.1,2018-02-16,0545,A,30,6.0NRT,288.8,4,N
1.937,-60.403,306.7,1.1,1.1,2018-02-16,0545,A,63,6.0NRT,287.5,7.9,N
1.936,-60.392,310,1.1,1.1,2018-02-16,0545,A,75,6.0NRT,284.1,10.6,N
1.934,-60.382,312.2,1.1,1.1,2018-02-16,0545,A,79,6.0NRT,281.6,12.8,N
1.933,-60.372,301.9,1.1,1.1,2018-02-16,0545,A,11,6.0NRT,280.7,5.3,N
1.234,-60.081,316.6,1.2,1.1,2018-02-16,0545,A,94,6.0NRT,292,17.3,N
1.157,-60.045,308.4,1.2,1.1,2018-02-16,0545,A,74,6.0NRT,290.9,9.7,N
-22.642,-60.662,300.7,2.4,1.5,2018-02-16,0550,A,31,6.0NRT,289.1,13.9,N
-22.65,-60.67,301.1,2.4,1.5,2018-02-16,0550,A,38,6.0NRT,289.2,14.2,N
-23.826,-70.312,302.9,1.1,1,2018-02-16,0550,A,52,6.0NRT,288.9,8.6,N
-27.412,-70.267,303.3,1,1,2018-02-16,0555,A,55,6.0NRT,289.2,7.2,N
-27.413,-70.257,306.8,1,1,2018-02-16,0555,A,69,6.0NRT,289.4,9.4,N
-32.799,-70.946,303.6,1,1,2018-02-16,0555,A,56,6.0NRT,287,7.9,N
-34.102,-70.46,300.9,1,1,2018-02-16,0555,A,35,6.0NRT,286.9,6.2,N
-34.104,-70.449,304,1,1,2018-02-16,0555,A,58,6.0NRT,287.7,8,N
-38.112,-62.062,300.1,2.9,1.6,2018-02-16,0555,A,16,6.0NRT,271.4,27.7,N
12.846,-87.264,305.9,1.1,1.1,2018-02-16,0720,A,66,6.0NRT,294.8,6.8,N
12.214,-86.058,308.3,1,1,2018-02-16,0720,A,74,6.0NRT,293.6,7.7,N
11.99,-86.169,320.3,1,1,2018-02-16,0720,A,100,6.0NRT,290.8,18.7,N
11.989,-86.159,311.4,1,1,2018-02-16,0720,A,83,6.0NRT,290.4,10.8,N
11.982,-86.167,321.6,1,1,2018-02-16,0720,A,100,6.0NRT,290.3,20.4,N
10.375,-85.634,308.5,1,1,2018-02-16,0720,A,75,6.0NRT,293.5,7.3,N
10.374,-85.625,303.7,1,1,2018-02-16,0720,A,56,6.0NRT,293.6,4.2,N
